,title,link,views,time,duration,img
914,Count substrings with each character occurring at most k times | GeeksforGeeks,/watch?v=cSa9ClP1Zo0,2.7K views,4 years ago,3:07,
915,Find if a string starts and ends with another given string | GeeksforGeeks,/watch?v=C58uB_j9O0M,1.2K views,4 years ago,2:41,
916,Sort the given string using character search | GeeksforGeeks,/watch?v=oyhg9rZYU7s,1.4K views,4 years ago,1:53,
917,Find a number in minimum steps | GeeksforGeeks,/watch?v=GcrapHAFnLg,6.5K views,4 years ago,4:04,
918,Level order traversal with direction change after every two levels | GeeksforGeeks,/watch?v=ihu0_AM4Pwc,726 views,4 years ago,5:53,
919,Validity of a given Tic-Tac-Toe board configuration | GeeksforGeeks,/watch?v=RqOFx7Waehc,5.7K views,4 years ago,5:45,
920,Hilbert Matrix | GeeksforGeeks,/watch?v=Rnp62zKoSb4,6.7K views,4 years ago,3:50,
921,Maximum product of 4 adjacent elements in matrix | GeeksforGeeks,/watch?v=d2lwo3BoYNk,2.2K views,4 years ago,6:44,https://i.ytimg.com/vi/d2lwo3BoYNk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6nx0UZqUIoMKmNuciR6YQZ4-Lgg
922,Tribonacci Word | GeeksforGeeks,/watch?v=TM5-ET2AKJY,1.4K views,4 years ago,4:29,https://i.ytimg.com/vi/TM5-ET2AKJY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMGsA_QXwHOCZrU7RZDpYV53qOAw
923,Minimum cost to construct a string | GeeksforGeeks,/watch?v=pvhWm7zhgGg,2.5K views,4 years ago,3:34,https://i.ytimg.com/vi/pvhWm7zhgGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB2faDcszWljA9JP9v2cGfDLreYBQ
924,Check if two trees are Mirror | GeeksforGeeks,/watch?v=UG3OhQ5QRkk,5.6K views,4 years ago,5:21,https://i.ytimg.com/vi/UG3OhQ5QRkk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5l0zAmfMOFcqmTQJE2BxA83aLOA
925,Detect if two integers have opposite signs (Bitwise Algorithms) | GeeksforGeeks,/watch?v=EmxGwW7Jwl8,2.9K views,4 years ago,5:37,https://i.ytimg.com/vi/EmxGwW7Jwl8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAcMSKMG5d8el4Gqp1qXlDmzXlKzA
926,Removing row or column wise duplicates from matrix of characters | GeeksforGeeks,/watch?v=f5M9v-WSXqw,1.7K views,4 years ago,2:23,https://i.ytimg.com/vi/f5M9v-WSXqw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD28hlHnf3Xoi5rmObWFvkd8QTndA
927,Program for FCFS Scheduling | Set 1 | GeeksforGeeks,/watch?v=Urltcu-8mcs,29K views,4 years ago,4:51,https://i.ytimg.com/vi/Urltcu-8mcs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgu8AP4BZnfSU-kBPli9e28PU8rg
928,Maximum difference between node and its ancestor in Binary Tree | GeeksforGeeks,/watch?v=d3ceg_7NcEY,6.4K views,4 years ago,2:59,https://i.ytimg.com/vi/d3ceg_7NcEY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDf4l9IauamQLUcrk0tlDI2kEviLQ
929,Multilevel queue Scheduling | GeeksforGeeks,/watch?v=_Kcqumoy4VY,3.7K views,4 years ago,3:48,https://i.ytimg.com/vi/_Kcqumoy4VY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC85jmi-j5DiCuMd4qsP4tc4JT8QA
930,Sudo Placement 2 | A free placement preparation course by GeeksforGeeks,/watch?v=GcQb-h_DtdE,21K views,4 years ago,0:46,https://i.ytimg.com/vi/GcQb-h_DtdE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJ7QLr0jFWexeicqZxfLqNCq2dUA
931,Find next right node of a given key | Set 2 | GeeksforGeeks,/watch?v=lI9eh_VVrsQ,551 views,4 years ago,3:19,https://i.ytimg.com/vi/lI9eh_VVrsQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMHA6ku1eU7pulZdE2GIdK8tvdTg
932,Check for Integer Overflow | GeeksforGeeks,/watch?v=YU4oyORCMdA,11K views,4 years ago,2:47,https://i.ytimg.com/vi/YU4oyORCMdA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADCa0hby7h2-8cqg05BDL1g4GaPw
933,Turn off the rightmost set bit | GeeksforGeeks,/watch?v=QKUh9hHqL4w,3.2K views,4 years ago,2:27,
934,Convoy Effect | GeeksforGeeks,/watch?v=LgQ28ARVcSY,4.7K views,4 years ago,3:40,
935,Sparse search | GeeksforGeeks,/watch?v=HS03UxTx-uA,1.8K views,4 years ago,2:48,
936,Count occurences of a word in a string | GeeksforGeeks,/watch?v=AFj5gEmjimE,15K views,4 years ago,2:02,
937,Sum of first K even-length Palindrome numbers | GeeksforGeeks,/watch?v=bOkE4jxXSrI,1.1K views,4 years ago,2:35,
938,gOOGLE cASE of a given sentence | GeeksforGeeks,/watch?v=jr1DXn6pC3w,1K views,4 years ago,2:18,
939,Remove all the palindromic words from the given sentence | GeeksforGeeks,/watch?v=GmqMmEx5JOI,3.6K views,4 years ago,2:39,https://i.ytimg.com/vi/GmqMmEx5JOI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAp_14U8hmhHCLYBXyEsySsZ1_H6A
940,Length of longest balanced parentheses prefix | GeeksforGeeks,/watch?v=yKoBPhyMRRc,1.9K views,4 years ago,1:42,https://i.ytimg.com/vi/yKoBPhyMRRc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCitcTjh4G-ajikk2Qc7XIy6kxY7w
941,Converting one string to other using append and delete last operations | GeeksforGeeks,/watch?v=lmAkZ1bKcc8,4.6K views,4 years ago,3:45,https://i.ytimg.com/vi/lmAkZ1bKcc8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8FfBwXnbaEEYi1DtoQ6sTJjtJYw
942,Reverse alternate levels of a perfect binary tree | GeeksforGeeks,/watch?v=jXqewB-CiJY,2.6K views,4 years ago,3:40,https://i.ytimg.com/vi/jXqewB-CiJY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWYNaz5SoJJUqsarcvJwW7GZfizQ
943,Print a Binary Tree in Vertical Order | Set 3 (Using Level Order Traversal) | GeeksforGeeks,/watch?v=5u7n4jWx5r0,18K views,4 years ago,5:05,https://i.ytimg.com/vi/5u7n4jWx5r0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVb0VfTtkgvyvRXjFMe6xAOzKlwg
944,Convert a normal BST to Balanced BST  | GeeksforGeeks,/watch?v=ElUqyFsddvo,22K views,4 years ago,4:36,https://i.ytimg.com/vi/ElUqyFsddvo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBdjWVDFhKTgHXMKnMwchTVY0x5_A
945,"Program to count vowels, consonant, digits and special characters in string | GeeksforGeeks",/watch?v=2302sAlMZ8g,16K views,4 years ago,2:07,https://i.ytimg.com/vi/2302sAlMZ8g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPiifn57Pt-wotvduaE4XJBCp7Sg
946,Construct a complete binary tree from given array in level order fashion | GeeksforGeeks,/watch?v=k14dvCPsn3Q,37K views,4 years ago,6:37,https://i.ytimg.com/vi/k14dvCPsn3Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4P96mBdo53VbAlnnOMfpMiYfW3A
947,Find one extra character in a string | GeeksforGeeks,/watch?v=NrvoNxLThg0,3.4K views,4 years ago,2:45,https://i.ytimg.com/vi/NrvoNxLThg0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuC_Az1CJf0H3xk7FOeE0Mb2VS_Q
948,Check if all levels of two trees are anagrams or not | GeeksforGeeks,/watch?v=Z9J_dMFJyCw,2K views,4 years ago,5:54,https://i.ytimg.com/vi/Z9J_dMFJyCw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2EOF6YBEKhAVD71VzG-IfFSNiMQ
949,Microsoft's Most asked Interview Questions (Part 1) | GeeksforGeeks,/watch?v=SsmNI3Mlp0I,180K views,4 years ago,5:57,https://i.ytimg.com/vi/SsmNI3Mlp0I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClNEcvhVKG_x6kQJZ8MtfA4OJA0A
950,Smallest alphabet greater than a given character | GeeksforGeeks,/watch?v=RPG44L2XlG8,1.9K views,4 years ago,4:12,https://i.ytimg.com/vi/RPG44L2XlG8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwN7CqfiExwuxxM01wiXn7q9__RA
951,Fibonacci Word | GeeksforGeeks,/watch?v=G2CttokqYwo,3.6K views,4 years ago,2:41,https://i.ytimg.com/vi/G2CttokqYwo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDroyTE6a56damj56GuZREw4RqTrw
952,Count palindrome words in a sentence | GeeksforGeeks,/watch?v=z-5HChTA0ME,16K views,4 years ago,3:06,https://i.ytimg.com/vi/z-5HChTA0ME/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACjWVc88-aUqGiHzb2xwrEwJiejw
953,Closest product pair in an array | GeeksforGeeks,/watch?v=k7NV6LsJeU8,2.2K views,4 years ago,4:11,https://i.ytimg.com/vi/k7NV6LsJeU8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyiyMrS67SezeKbbsjGHF0dZgXlg
954,Amazon Interview Questions - 2 | GeeksforGeeks,/watch?v=bptRLm3OiV8,70K views,4 years ago,11:1,https://i.ytimg.com/vi/bptRLm3OiV8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBDFwRYIWLq-b5YwmIIaQW7XUvmVQ
955,Remove consecutive vowels from string | GeeksforGeeks,/watch?v=Q_hsm2Qh9SE,5.1K views,4 years ago,2:04,https://i.ytimg.com/vi/Q_hsm2Qh9SE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGtGtKGrtyq4iNfH5rABNHcEPHfw
956,Program for Priority Scheduling (Set 1)| GeeksforGeeks,/watch?v=MFa2NvJOI54,6.8K views,5 years ago,4:57,https://i.ytimg.com/vi/MFa2NvJOI54/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClacDGx87jPeQlibtlgOtZhThW4g
957,Sudo Placement | A Brief Reminder,/watch?v=Rk109Ko7c9o,3.4K views,5 years ago,0:28,https://i.ytimg.com/vi/Rk109Ko7c9o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMz9YLH4-56FIzidUSs4tHMV-KJg
958,Perfect Square String | GeeksforGeeks,/watch?v=_Fv1yMF3bfo,1.2K views,5 years ago,2:00,https://i.ytimg.com/vi/_Fv1yMF3bfo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAprLz-Kpc2yK41norHtdwa_tIj_w
959,Check whether second string can be formed from characters of first string | GeeksforGeeks,/watch?v=2J9r0lvAQjI,2.7K views,5 years ago,1:44,https://i.ytimg.com/vi/2J9r0lvAQjI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBdas583XVyGQTADQbAE9dAGuFVBQ
960,Print all funny words in a string | GeeksforGeeks,/watch?v=f0GkhCOX5eY,1.3K views,5 years ago,3:19,https://i.ytimg.com/vi/f0GkhCOX5eY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOj9slW75FWF4-8cQPeqLOCMP21g
961,Egg Dropping Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks,/watch?v=KVfxgpI3Tv0,100K views,5 years ago,14:0,https://i.ytimg.com/vi/KVfxgpI3Tv0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTgmAiVWqLl8_nLRDoSEtYB3jYag
962,Pro Geek Cup 2.0 | GeeksforGeeks,/watch?v=XPUVr8pHkpY,1.7K views,5 years ago,2:25,https://i.ytimg.com/vi/XPUVr8pHkpY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCj1p7a3PiIQwb8priJkuSBVcjj_A
963,Number of flips to make binary string alternate | GeeksforGeeks,/watch?v=3jxxC7959jY,5.9K views,5 years ago,3:00,
964,Multilevel Feedback Queue Scheduling (Operating System) | GeeksforGeeks,/watch?v=cApdURNWJPc,10K views,5 years ago,2:24,
965,Sudo Placement | A free placement preparation course by GeeksforGeeks,/watch?v=hGa9MyvDsk4,31K views,5 years ago,0:26,
966,Knapsack Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks,/watch?v=ywiH-zRH1mA,108K views,5 years ago,14:5,
967,Minimum increment by k operations to make all elements equal | GeeksforGeeks,/watch?v=DcZLMa5UP7s,5.3K views,5 years ago,3:12,
968,Sum of nodes on the longest path from root to leaf node | GeeksforGeeks,/watch?v=O9jsfsa4idU,4.5K views,5 years ago,4:23,
969,Interleave the first half of the queue with second half | GeeksforGeeks,/watch?v=BNuXP58kAWk,3.7K views,5 years ago,2:41,https://i.ytimg.com/vi/BNuXP58kAWk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAU_cpVknhZVoYAu75PTnosbBBEwA
970,Sum of all the parent nodes having child node x | GeeksforGeeks,/watch?v=bG6nkyHkzXM,1.1K views,5 years ago,4:21,https://i.ytimg.com/vi/bG6nkyHkzXM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAv1ANggKdCP7Knq-xX2C-esd4LDA
971,Binary tree to string with brackets | GeeksforGeeks,/watch?v=ymIgl_tFAwQ,8.5K views,5 years ago,3:59,https://i.ytimg.com/vi/ymIgl_tFAwQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-xxNpMYnguQzjgv2vYDDeTTFtkw
972,Access Modifiers in Java | GeeksforGeeks,/watch?v=Ruy-yzj-JG8,38K views,5 years ago,5:59,https://i.ytimg.com/vi/Ruy-yzj-JG8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDzcFSuRiad8Y0uVlTeh9GDjW0Aww
973,Number of children of given node in n-ary Tree | GeeksforGeeks,/watch?v=TPTa3cm5YYc,4.9K views,5 years ago,3:35,https://i.ytimg.com/vi/TPTa3cm5YYc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiXxGkeqTOeXZiQxqOAzxox9xCnw
974,Check whether a given string is an interleaving of two other given strings | GeeksforGeeks,/watch?v=WBXy-sztEwI,11K views,5 years ago,2:50,https://i.ytimg.com/vi/WBXy-sztEwI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMinb5HqHp5OEHtzKHb4z3DUTVbg
975,Find largest subtree sum in a tree | GeeksforGeeks,/watch?v=7opoOv7SVko,5.2K views,5 years ago,5:59,https://i.ytimg.com/vi/7opoOv7SVko/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCL5zuHZhtwJB_bhoKcCjxX3yzyQQ
976,Shortest Job First (or SJF) scheduling | Set 1 (Non- preemptive) | GeeksforGeeks,/watch?v=LGKAScZD8Yk,13K views,5 years ago,4:47,https://i.ytimg.com/vi/LGKAScZD8Yk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlhba3WgaOTg58vdpETvgP66Kh7Q
977,Depth of an N-Ary tree | GeeksforGeeks,/watch?v=x_hJLIOIqa8,6.7K views,5 years ago,4:40,https://i.ytimg.com/vi/x_hJLIOIqa8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHCmh5uTrt87xH7F0zJkAIbtvaKQ
978,Number of siblings of a given Node in n-ary Tree | GeeksforGeeks,/watch?v=Zm8SMMtJkF8,2.6K views,5 years ago,3:02,https://i.ytimg.com/vi/Zm8SMMtJkF8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDh4qeq0k6pnQauzoBvaGfW8y2_Sw
979,"Print all the paths from root, with a specified sum in Binary tree | GeeksforGeeks",/watch?v=EKcSdsPro0s,2.5K views,5 years ago,5:41,https://i.ytimg.com/vi/EKcSdsPro0s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArkcJe1Oef-QLO590gP3lTN6Y_3g
980,BST to a Tree with sum of all smaller keys | GeeksforGeeks,/watch?v=AmSgD5JYMAc,1K views,5 years ago,4:03,https://i.ytimg.com/vi/AmSgD5JYMAc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVPh4qH4eGYQpFgPwuYIjRU7sHNg
981,Root to leaf path with maximum distinct nodes | GeeksforGeeks,/watch?v=YYvhvJA_sqA,5.5K views,5 years ago,6:25,https://i.ytimg.com/vi/YYvhvJA_sqA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmq_Jg_y8XQUs5iRtDN1zzewmqVw
982,Find the closest element in Binary Search Tree | GeeksforGeeks,/watch?v=jC36sjf3PCo,8K views,5 years ago,4:16,https://i.ytimg.com/vi/jC36sjf3PCo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLtyGwqp9WMgBjy_9B9z_TwN6e1A
983,Sum of k smallest elements in BST | GeeksforGeeks,/watch?v=S02iWYlmyH4,2.9K views,5 years ago,4:43,https://i.ytimg.com/vi/S02iWYlmyH4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvJf9pbfJ0KClEZ0XMcTnmp6_cbQ
984,Print all k-sum paths in a binary tree | GeeksforGeeks,/watch?v=7oL8kDCk1OI,14K views,5 years ago,6:32,https://i.ytimg.com/vi/7oL8kDCk1OI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBlQ4YH36VNPyfRIvqL4E-uxcBAvA
985,Symmetric Tree (Mirror Image of itself) | GeeksforGeeks,/watch?v=UaZtKuaVNp0,6.6K views,5 years ago,3:37,https://i.ytimg.com/vi/UaZtKuaVNp0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNTGkGmUdNcaEZKk9lhHGmxTKpwA
986,Convert a BST to a Binary Tree so that sum of greater keys is added to every key | GeeksforGeeks,/watch?v=9zAPzXK5EaU,1.3K views,5 years ago,4:13,https://i.ytimg.com/vi/9zAPzXK5EaU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVy6TDGgYB4WdDTcgW4iM2u1T-MQ
987,Check if all leaves are at same level | GeeksforGeeks,/watch?v=K5ifmmXjwOg,5.1K views,5 years ago,3:34,https://i.ytimg.com/vi/K5ifmmXjwOg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeOpVdQrOjmlCz8QDyQntbtv9iRg
988,Detect if two integers have opposite signs (Dynamic Programming)  | GeeksforGeeks,/watch?v=L7OojUR1wFM,3.8K views,5 years ago,3:57,https://i.ytimg.com/vi/L7OojUR1wFM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDy8_9z9IliWiwC2NcxfkpEQ-hWDg
989,K’th Largest Element in BST when modification to BST is not allowed | GeeksforGeeks,/watch?v=QavTg43VDsU,14K views,5 years ago,3:39,https://i.ytimg.com/vi/QavTg43VDsU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_3pxEFiVPEesKzR3wPBOjvdgsGw
990,Worst Fit algorithm in Memory Management | GeeksforGeeks,/watch?v=fQY2FVhDu9k,9.7K views,5 years ago,4:05,https://i.ytimg.com/vi/fQY2FVhDu9k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLARsNoRSs2Iacn8M2JnIjpw_Wwxbw
991,First Fit algorithm in Memory Management | GeeksforGeeks,/watch?v=RZ6674-mjrQ,28K views,5 years ago,4:21,https://i.ytimg.com/vi/RZ6674-mjrQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD479iS8ROteeNldaF-2tkfiu9F0g
992,Best Fit algorithm in Memory Management | GeeksforGeeks,/watch?v=TQSVMBsK1kk,22K views,5 years ago,6:51,https://i.ytimg.com/vi/TQSVMBsK1kk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiYclNA3_aTQyQWStZGyUCWVkWFw
993,Find largest word in dictionary by deleting some characters of given string | GeeksforGeeks,/watch?v=31iAzVf8UxU,4.4K views,5 years ago,2:38,https://i.ytimg.com/vi/31iAzVf8UxU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-WighS64cjvNKMDANnZn32gdrnQ
994,Count number of substrings that start and end with 1 in a Binary String | GeeksforGeeks,/watch?v=h8UZKBq1ZR8,5K views,5 years ago,1:36,https://i.ytimg.com/vi/h8UZKBq1ZR8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnvBfAIA_vKgwVkZDclIJranhmtQ
995,All combinations of strings that can be used to dial a number | GeeksforGeeks,/watch?v=tE9EF-2Jw8U,5K views,5 years ago,2:45,https://i.ytimg.com/vi/tE9EF-2Jw8U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRNgHtmaE_H2_1g8d_Wl0M2twGHA
996,Inheritance in Java | GeeksforGeeks,/watch?v=AK_aFPSnU7Y,9.9K views,5 years ago,5:22,https://i.ytimg.com/vi/AK_aFPSnU7Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMnnROvvB8tmW0MVWZtONNTOf2fw
997,Check if a given sequence of moves for a robot is circular or not | GeeksforGeeks,/watch?v=SKM3LenkDDc,5K views,5 years ago,3:33,https://i.ytimg.com/vi/SKM3LenkDDc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgGisRResyDmcD2zEVmYW30hJ-Ag
998,Variables in Java | GeeksforGeeks,/watch?v=snIUtdg0K30,19K views,5 years ago,3:24,https://i.ytimg.com/vi/snIUtdg0K30/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCGLiMy6x7EDUCPxWaET_D9ES-_A
999,Check if two given strings are isomorphic to each other | GeeksforGeeks,/watch?v=7fWTI6AOydo,10K views,5 years ago,3:33,https://i.ytimg.com/vi/7fWTI6AOydo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3eoq3oflTHIYV9h_bWRwUN9ECtg
1000,Caesar Cipher | GeeksforGeeks,/watch?v=S472gPqwF-o,32K views,5 years ago,2:49,https://i.ytimg.com/vi/S472gPqwF-o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhSMKAIkhEddD6jZSCmrvPB0S80A
1001,Python Program to replace a word with asterisks in a sentence | GeeksforGeeks,/watch?v=x7byidJ-KB4,9.3K views,5 years ago,1:51,https://i.ytimg.com/vi/x7byidJ-KB4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9Wpio33GJ5Ir-aGfAv8R5ST8Jjg
1002,Program for Fibonacci numbers using Dynamic Programming | GeeksforGeeks,/watch?v=LwZRsM7qhrI,34K views,5 years ago,2:14,https://i.ytimg.com/vi/LwZRsM7qhrI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0VCpCyI_dAAeNLalMpvWuSgr0HQ
